epoch,loss,val_loss
0,0.0003199288621544838,0.00015244816313497722
1,0.00017373228911310434,0.00011868018191307783
2,0.00014781279605813324,0.00010769716027425602
3,0.0001348017976852134,0.00010411816037958488
4,0.00012711058661807328,9.184280497720465e-05
5,0.00012098949810024351,9.454335668124259e-05
6,0.00011640070442808792,9.371123451273888e-05
7,0.00011300128971925005,9.33973933570087e-05
8,0.00010015747102443129,7.816673314664513e-05
9,9.756326471688226e-05,7.789718074491248e-05
10,9.60265242611058e-05,7.474287849618122e-05
11,9.486573253525421e-05,7.340813317568973e-05
12,9.367474558530375e-05,7.381392788374797e-05
13,9.331856563221663e-05,7.375443237833679e-05
14,9.318705269834027e-05,7.378556620096788e-05
15,9.295890777138993e-05,7.383320917142555e-05
