epoch,loss,val_loss
0,0.0003675897023640573,0.0001727582566672936
1,0.00019755492394324392,0.0001488497800892219
2,0.00016722819418646395,0.00011736023589037359
3,0.0001516745105618611,0.00011250087118241936
4,0.00014258285227697343,0.00011002550309058279
5,0.00013563671382144094,0.0001009233747026883
6,0.00013041921192780137,0.0001028718106681481
7,0.00012650620192289352,9.622934157960117e-05
8,0.00012302669347263873,9.169050463242456e-05
9,0.00010968618153128773,8.300752961076796e-05
10,0.00010660418774932623,8.038003579713404e-05
11,0.00010515545000089332,8.127716137096286e-05
12,0.00010405210923636332,8.052566408878192e-05
13,0.00010246897727483884,7.854135037632659e-05
14,0.0001026047466439195,7.955257751746103e-05
15,0.00010232222120976076,7.771622040309012e-05
16,0.00010205216676695272,7.829651440260932e-05
17,0.00010209537140326574,7.835808355594054e-05
18,0.00010207643208559602,7.820117025403306e-05
19,0.00010209206084255129,7.824539352441207e-05
20,0.00010219995601801202,7.820346218068153e-05
21,0.00010209268657490611,7.819758320692927e-05
22,0.00010199073585681617,7.819766324246302e-05
